win_blue,firstBlood_ours,firstTowerKill_ours,firstInhibitorKill_ours,firstBaron_ours,firstDragon_ours,firstRiftHerald_ours,4dragons_ours,olddragon_ours,kda_ours,kda_enemy,level_diff_ours_minus_enemy,inhibitorKills_gap_ours_minus_enemy,baronKills_gap_ours_minus_enemy,dragonKills_gap_ours_minus_enemy,riftHeraldKills_gap_ours_minus_enemy
0,False,False,False,False,False,True,0,0,3.0359126249537205,2.7354024197790636,22.0,-1,-1,-2,0
1,True,True,True,True,True,True,1,0,3.0323225591469507,1.7076218242399,34.0,1,1,3,2
0,True,False,False,False,False,False,0,0,0.9561060408518035,6.156405990016639,13.0,-1,0,-2,-1
0,True,False,False,False,False,False,0,0,0.7994670219853431,17.412935323383085,3.0,-1,0,-1,-1
0,True,True,True,True,False,True,0,0,2.4993422783478034,3.6801453884597906,32.0,3,0,-4,2
1,True,True,True,False,True,True,0,0,4.211277658815132,1.1757789535567311,29.0,2,0,2,2
1,False,True,True,True,True,True,0,0,3.4504998387616896,1.7030729359496481,33.0,1,1,1,1
1,True,False,True,True,False,False,0,0,3.2712403452975916,2.527924750146972,32.0,1,1,0,0
0,False,False,False,False,False,False,0,0,1.7017655817911084,5.911740216486262,21.0,-1,-1,-4,-2
0,False,False,False,False,False,False,0,0,1.5992003998000999,14.61794019933555,21.0,-1,0,-2,-2
0,False,True,False,False,False,True,0,0,3.2359905288082085,2.3414890818205736,29.0,-1,-1,0,2
1,False,True,True,True,True,True,0,0,2.688291490779827,2.3095484315753185,38.0,1,1,1,0
1,True,True,True,True,True,True,1,0,3.623490212411495,1.299350324837581,37.0,1,1,4,2
0,False,False,True,False,False,False,0,0,2.93850348379279,1.7736214124475975,32.0,-1,0,-1,-2
0,True,False,False,True,False,True,0,0,2.7243189202699325,3.443169196593854,32.0,-3,1,-1,1
1,True,True,True,True,True,True,0,0,5.78642819568648,0.9029345372460497,29.0,2,1,3,1
0,False,False,False,False,True,False,0,0,1.691657054978854,6.1043285238623755,24.0,-1,-1,2,-1
0,True,False,False,False,False,False,0,0,1.665556295802798,2.108768035516093,8.0,-2,0,-2,-1
0,False,False,False,False,False,False,0,0,0.5499083486085653,32.55813953488372,10.0,-2,0,-1,0
1,False,True,True,False,True,False,0,0,2.5446834292638596,1.8614270941054807,21.0,1,0,1,0
0,True,True,True,False,False,False,0,0,1.6708327851598472,2.908209633444411,24.0,-1,0,-3,0
0,True,False,False,False,False,False,0,0,2.6311173478337135,2.2217285047767166,41.0,-3,0,-1,0
0,False,False,False,False,False,False,0,0,1.2254111576910673,4.458109146810146,16.0,-1,-1,-3,-1
1,True,False,True,True,True,False,0,0,4.0479760119940025,0.8567348881485006,34.0,1,1,1,0
0,True,True,False,False,False,True,0,0,1.912212081703607,4.073789392774788,18.0,-1,-1,-3,0
0,False,False,False,False,True,False,0,0,2.055174967598593,2.8325465148569844,29.0,-1,-2,0,0
1,True,False,True,True,False,True,0,0,2.4830699774266365,1.999091322126306,29.0,2,2,0,0
0,False,False,False,False,False,False,0,0,1.2628255722178374,4.782298358315489,13.0,-1,0,-2,0
0,True,False,False,False,True,False,0,0,1.5947348436906719,2.6802807913209956,37.0,-2,0,-2,0
0,True,True,False,False,False,False,0,0,1.9122609673790776,2.6857478925700846,35.0,-2,-1,-2,0
1,False,True,True,True,True,False,0,0,1.9997059255991765,1.9995919200163232,43.0,3,2,0,0
1,True,False,True,False,True,False,0,0,1.9044596095857802,2.6993251687078232,34.0,1,0,2,0
1,True,True,True,False,True,False,0,0,1.436417405999155,2.1885976763037016,40.0,2,0,1,0
0,True,False,False,False,True,False,0,0,0.99978265594436,5.918524212144504,11.0,-1,-1,1,0
0,False,True,False,False,False,False,0,0,1.5935010154663332,2.646280505733608,28.0,1,-1,0,0
1,False,True,True,True,False,False,0,0,3.1908104658583283,2.3932141775219633,36.0,2,2,-2,-1
0,False,False,False,False,True,False,0,0,2.0795840831833634,2.8323892035988,28.0,-2,-1,-3,-1
1,True,True,True,False,True,True,0,0,3.0787684926029586,1.7991004497751124,27.0,1,0,2,2
0,False,True,False,False,False,False,0,0,1.3436100406207685,3.5321559480173272,38.0,-5,-2,-4,0
1,False,False,True,False,True,False,0,0,2.440264361972547,1.815955927361763,33.0,0,0,0,0
1,True,True,True,True,True,False,1,0,3.163415833469923,1.5497417097150474,40.0,1,1,4,0
0,False,False,False,False,False,False,0,0,1.1722116876400621,3.607127335940895,25.0,-1,-1,-4,0
0,True,True,True,False,True,False,0,0,2.17359802927112,1.9625995186076652,28.0,0,-1,0,0
1,False,True,True,False,True,False,0,0,1.327031448827486,2.3677979479084454,13.0,2,0,2,0
0,False,True,False,False,False,False,0,0,1.956238226344008,2.2189709826871495,24.0,-2,0,-2,0
0,False,True,True,False,False,False,0,0,2.346896264407721,4.113110539845759,26.0,3,0,-1,0
1,False,False,True,True,False,True,0,0,4.608550805108273,1.2078300708038316,32.0,2,1,1,0
0,True,True,False,False,False,False,0,0,1.5259142330965536,3.2644903397734844,18.0,-2,-1,-2,-1
0,True,True,False,False,True,False,0,0,2.113156100886162,3.248646397334444,21.0,-1,0,-2,-1
0,True,False,False,False,True,False,0,0,2.053499054309646,3.9388594944150497,22.0,-2,0,0,-1
1,True,True,True,True,True,False,0,0,3.0312802321831667,1.9326891036321225,36.0,2,1,1,0
1,False,True,True,False,False,True,0,0,2.2197558268590454,1.5538290788013318,21.0,1,0,0,1
1,True,True,True,False,False,True,0,0,2.9754820280885506,1.973164956590371,32.0,3,-1,1,2
0,False,True,False,False,True,True,0,0,1.8614270941054807,3.5688793718772307,24.0,-1,-1,0,0
0,True,True,False,True,False,True,0,0,1.9430296170533863,3.613994617454825,27.0,-1,1,-5,0
0,False,False,False,False,False,False,0,0,0.999677523379555,8.48585690515807,14.0,-1,0,-2,-1
1,True,False,True,True,False,False,0,0,3.101768777236606,1.7935901205527787,38.0,2,2,0,-2
0,False,True,False,False,True,True,0,0,1.7580144777662874,6.548279689234184,23.0,-1,-1,-2,0
0,False,False,False,True,True,False,0,0,2.1994501374656337,3.1236984589754266,30.0,-1,1,1,-2
0,False,False,False,False,False,False,0,0,1.806257391678314,2.1663056157307117,39.0,-2,-1,-2,0
1,True,True,True,False,True,False,0,0,3.087327256689209,0.8835154615205767,29.0,1,0,2,0
1,False,True,True,False,True,True,1,0,4.2675893886966545,1.4477766287487073,32.0,2,0,4,2
1,False,True,False,False,False,True,0,0,2.8563267637817766,2.4988641526578825,30.0,0,-1,-2,0
0,False,True,False,False,False,True,0,0,1.4637629418064977,5.438401775804661,12.0,-1,0,-2,0
0,False,False,False,False,False,True,0,0,1.9519162104260892,5.526161081716637,21.0,-1,-1,-4,2
0,False,False,False,False,False,False,0,0,1.4885580982004,4.6845721424109925,17.0,-1,-1,-3,-2
1,True,True,True,True,False,True,0,0,3.581840899625156,1.1995201919232306,35.0,1,1,1,2
1,False,True,True,False,True,True,0,0,3.896103896103896,0.6246096189881324,20.0,1,0,2,2
1,True,True,True,True,True,True,0,0,3.3621081326669695,1.5230842455973346,31.0,1,1,2,2
0,False,True,False,False,False,True,0,0,1.5932521087160263,4.354032833690221,16.0,-1,0,-3,2
1,True,True,True,True,False,True,0,0,2.243355279200195,3.7125178486435026,39.0,1,2,1,2
1,True,True,True,True,True,True,0,0,3.1484257871064467,1.4203051025775906,33.0,1,1,2,2
1,False,False,True,False,False,False,0,0,2.0763906690592155,1.919232307077169,25.0,1,-1,-3,0
0,False,True,False,False,False,True,0,0,1.8838908112264512,3.747657713928794,28.0,-1,-1,0,2
1,False,False,True,False,False,False,0,0,3.2488397001071045,2.453430258973194,30.0,1,0,-1,0
1,False,False,True,False,True,True,0,0,3.447087211306446,2.2846263683960015,25.0,1,-1,2,2
0,True,False,False,False,True,False,0,0,1.7413737504030957,3.7830121341898644,17.0,-1,-1,-1,-2
0,True,False,False,False,False,False,0,0,1.9530341780981169,5.3716427232979385,23.0,-1,-1,-2,-2
1,True,True,True,True,True,True,0,0,4.12863972186006,1.2687427912341407,38.0,2,1,3,0
1,True,True,True,False,True,True,0,0,3.7962037962037964,1.098901098901099,21.0,1,0,1,1
0,True,True,False,True,False,True,0,0,2.3236962982977576,4.236078058067586,26.0,-1,0,-4,2
1,True,True,True,True,True,True,0,0,2.9678225554514217,1.8921813637986433,31.0,2,1,2,2
0,False,True,False,False,False,True,0,0,2.0620704019995837,3.581840899625156,17.0,-1,-1,-4,0
0,True,False,False,False,False,True,0,0,1.7041581458759374,3.664921465968586,25.0,-1,-1,-2,0
1,False,False,True,True,False,False,0,0,2.6208150280260565,2.041241408039992,36.0,2,1,-2,0
1,False,False,True,False,True,False,0,0,4.915301305193002,0.6413884172797586,33.0,3,0,1,0
0,True,False,False,False,False,False,0,0,2.8388644542183123,2.5541365907828983,20.0,-2,-1,-4,-2
0,False,True,False,True,True,False,0,0,1.4481094127111824,3.5666036206430696,36.0,-1,1,0,0
0,True,False,False,False,True,False,0,0,1.6735492284286027,2.0993002332555815,23.0,-1,0,-1,0
1,True,False,True,True,True,False,0,0,5.114638447971781,0.6996501749125437,27.0,2,1,2,0
1,True,True,True,True,True,False,0,0,4.820693709582598,1.4993184915947295,33.0,1,1,2,-2
1,False,True,True,True,False,True,0,0,3.242366927857336,1.820778293466619,31.0,1,1,-4,2
1,False,True,True,True,False,True,0,0,2.7657447517494167,2.3625624716038165,26.0,1,1,0,2
0,True,True,False,False,True,True,0,0,2.2564981433876037,2.948525737131434,20.0,-1,-1,0,2
1,True,True,True,False,False,False,0,0,4.569252736792003,1.6422706176365582,32.0,1,0,-1,0
1,True,True,True,True,True,True,1,0,2.940311673037342,1.7771195853387634,34.0,1,1,3,0
0,True,False,False,False,False,False,0,0,2.1422450728363325,2.4573094543940024,25.0,-2,-1,0,-1
1,False,True,True,True,True,True,0,1,3.907906694940927,2.1205695243865494,36.0,2,1,5,0
1,True,False,False,False,False,False,0,0,3.623867541393315,1.7771195853387634,38.0,-1,-2,-3,0
1,True,True,True,False,False,True,1,0,3.822405174948545,2.344019303688383,33.0,1,-1,3,0
0,True,False,False,False,False,True,0,0,1.474631342164459,4.7031158142269245,21.0,-1,0,-3,1
1,True,False,True,False,False,False,0,0,3.9257673090649536,0.7495315427857588,29.0,1,0,0,0
0,False,False,False,False,True,False,0,0,1.9297837712159964,3.046168491194669,21.0,-2,-1,-1,-2
0,True,False,False,False,False,False,0,0,2.204044535332879,4.24822990420658,24.0,-1,-2,-4,-2
0,False,False,False,False,True,True,0,0,2.1266465640374546,3.616583357835931,29.0,-2,0,-1,2
1,True,True,True,False,False,True,0,0,8.910891089108912,0.0,20.0,1,0,0,1
0,True,True,False,False,True,True,0,0,1.4874420872957816,4.796802131912059,24.0,-1,-1,-2,2
0,False,False,False,False,False,True,0,0,1.0309278350515465,6.242197253433209,15.0,-1,-1,-1,0
0,True,False,False,False,False,False,0,0,1.0319251854240568,5.991440798858774,20.0,-1,0,-1,-2
0,False,False,False,False,True,False,0,0,2.171664943123061,2.2927689594356258,25.0,-1,-1,1,-2
0,False,False,False,False,False,False,0,0,1.499423298731257,2.7247956403269757,25.0,-1,0,-2,-2
0,False,False,False,False,True,False,0,0,2.1145713187235677,3.6894696387394315,17.0,-1,0,1,-2
0,True,False,False,False,False,False,0,0,2.153018069973087,4.795204795204795,21.0,-1,-1,-2,-2
0,False,False,False,False,False,False,0,0,2.110524854207165,3.935040599625234,17.0,-1,-1,-3,-2
0,False,False,False,False,False,False,0,0,2.1424199143032037,2.856122813280971,24.0,-2,-1,-1,-1
1,False,True,True,True,True,True,0,0,3.915035401915868,1.1995201919232306,31.0,4,1,1,2
0,False,False,False,False,False,False,0,0,2.1272069772388855,3.383314109957708,32.0,-1,0,-2,-2
1,False,False,True,True,True,False,0,0,3.3988670443185605,1.5328223925358213,39.0,2,1,1,-1
0,False,False,False,False,False,False,0,0,2.440458688620994,5.067808708065668,17.0,-1,-1,-4,0
1,False,False,True,False,True,False,1,0,2.850796001480933,2.840610205155181,33.0,1,-1,4,-1
1,False,False,True,False,True,False,1,0,4.065311562812395,1.8454440599769317,34.0,1,-1,3,0
1,True,False,True,False,True,False,0,0,4.059375946682824,1.5307716338644175,31.0,2,-1,3,-2
1,True,True,True,False,False,True,0,0,2.9678225554514217,1.576316801230296,28.0,2,0,-2,2
0,False,False,False,False,False,False,0,0,1.41792401381567,2.2325891369543482,21.0,-1,0,-3,0
1,True,True,True,False,False,True,0,0,4.770558836892321,1.1918492887351018,36.0,2,-1,2,2
1,True,False,True,True,False,True,0,0,5.683947532792004,0.9995240361732508,33.0,1,1,0,0
1,True,False,True,True,True,False,0,0,7.160699417152373,0.4497751124437781,35.0,2,1,3,0
0,True,False,False,False,True,False,0,0,2.332361516034985,4.611837048424289,27.0,-1,-1,-2,-2
1,True,False,True,True,False,False,0,0,3.0303030303030303,1.759296281487405,38.0,1,2,0,-1
0,True,False,False,False,True,False,0,0,2.0780239168790433,6.046976511744128,25.0,-1,-2,1,-2
1,True,True,True,False,True,True,0,0,4.3312708234174195,1.36986301369863,29.0,1,0,3,2
1,False,True,True,True,False,False,0,0,3.7417880605541276,1.1467215524845635,34.0,1,1,1,0
0,True,True,True,False,True,True,0,0,1.4626920940566561,4.679691049522944,18.0,2,-1,2,2
0,False,False,False,False,False,False,0,0,2.2439457898244837,2.5589764094362253,25.0,-2,0,-4,-2
0,True,False,False,False,False,False,0,0,2.4892879004284842,2.418574653337633,21.0,-4,0,-2,-2
0,True,True,False,False,True,True,0,0,1.6379493724739418,3.4269395525940025,21.0,-1,0,2,0
1,True,True,True,False,True,True,1,0,3.5701535166012137,1.1662779073642118,26.0,2,0,4,1
1,True,False,True,True,False,True,0,0,2.9632274187790073,1.768550557477893,26.0,2,1,0,2
0,True,False,False,False,False,False,0,0,2.493765586034913,1.3311148086522464,15.0,-1,0,-1,-1
0,False,False,True,False,False,False,0,0,2.160593356981619,3.3317467872441693,29.0,0,-1,0,0
0,False,False,False,True,False,True,0,0,1.5996445234392358,12.983770287141073,21.0,-1,0,-3,2
1,True,True,True,True,True,True,1,0,3.6117381489841986,1.343330209309591,39.0,2,1,3,0
1,False,True,True,True,True,True,0,0,3.6539124439848325,1.9992003198720512,33.0,1,1,3,1
1,True,True,True,False,True,True,0,0,4.344482891195693,0.6051039200210471,37.0,1,0,3,1
0,False,False,False,False,False,True,0,0,1.9026120606256045,4.073789392774788,22.0,-2,-1,1,2
0,False,True,False,True,True,True,0,0,1.499605367008682,5.2631578947368425,31.0,-4,0,-1,2
1,True,True,True,True,False,False,0,0,3.061543267728835,0.9703028521023229,38.0,1,1,1,0
1,True,False,True,False,True,False,0,0,3.8431975403535743,1.1420413990007139,22.0,1,0,2,0
0,True,False,False,False,False,False,0,0,1.3150973172014728,5.657237936772047,8.0,-1,-1,0,-2
0,True,False,False,True,False,False,0,0,1.5378700499807765,2.9978586723768736,28.0,-1,1,-3,-2
1,True,True,True,False,True,False,1,0,3.6654448517160945,2.279088364654138,36.0,1,0,3,-1
0,False,False,False,False,False,True,0,0,1.3328890369876707,6.491885143570537,15.0,-1,0,-3,0
1,True,False,True,False,False,False,0,0,2.908209633444411,2.5589764094362253,34.0,1,0,2,-1
1,True,True,True,False,True,True,0,0,3.9480259870064964,0.9996429846483398,24.0,1,0,2,1
0,False,True,True,False,True,True,0,0,3.369122547204739,1.7491254372813592,28.0,0,-1,3,2
1,True,True,True,True,True,True,0,0,4.611837048424289,1.4729089952656496,34.0,3,1,2,2
1,False,True,True,True,True,False,0,0,3.298350824587706,2.1319120586275817,33.0,2,1,3,0
1,False,True,True,True,False,True,0,0,4.456476468138275,1.9223375624759707,38.0,1,2,1,0
1,False,False,False,False,True,False,0,0,2.805546597871654,2.89321409784324,30.0,0,0,-1,-2
1,True,True,True,True,False,True,0,0,3.136849362288866,2.448775612193903,33.0,2,1,-2,1
1,True,True,True,True,False,True,0,0,3.2111481369282036,2.5853154084798344,34.0,1,1,2,2
0,True,False,False,False,False,False,0,0,1.624323198667222,4.541326067211626,19.0,-1,-1,-4,0
1,False,True,True,True,False,True,0,0,2.3715415019762847,1.726749469857619,31.0,2,1,-1,2
0,False,False,True,False,False,True,0,0,1.6424660795048798,3.2387045181927228,26.0,-1,-2,0,1
1,False,True,True,False,True,True,0,0,3.106033559443056,1.6055740684641018,17.0,3,0,2,1
0,True,False,False,False,False,False,0,0,1.945100890747137,3.2679738562091503,27.0,-4,-2,-5,-1
0,True,False,False,False,False,False,0,0,2.468883901244644,2.4858146446906244,31.0,-2,0,0,-2
0,False,False,True,False,True,True,0,0,2.1272069772388855,2.7297193387158782,22.0,1,-1,1,1
1,False,False,True,True,True,False,1,0,4.119963647379582,1.9992310649750096,32.0,1,2,3,-2
1,False,True,True,True,False,True,0,0,3.7348763808521825,1.3493253373313343,30.0,1,1,2,1
0,True,False,False,False,False,False,0,0,0.8526903851808292,11.177644710578843,16.0,-3,0,0,0
0,False,False,False,False,False,False,0,0,1.266244585138287,5.993340732519423,17.0,-1,0,-3,-2
0,True,False,False,False,False,False,0,0,1.9439044709802833,4.497189256714553,25.0,-3,-1,-3,-2
0,False,True,False,False,True,False,0,0,2.2846263683960015,3.896103896103896,22.0,-3,-1,0,0
0,False,False,False,False,False,False,0,0,1.4281633818908883,7.32519422863485,20.0,-1,0,-2,-2
0,True,True,True,False,False,True,0,0,2.9528016740292955,2.6563838903170525,27.0,-1,-1,-4,2
0,False,False,False,False,False,False,0,0,1.6171714201705383,6.07826810990841,15.0,-2,-1,-2,-2
1,True,True,True,False,True,True,0,0,6.093906093906094,0.41631973355537055,28.0,1,0,3,2
0,False,True,False,False,True,True,0,0,1.4729089952656496,6.562054208273895,23.0,-1,-1,1,2
1,False,True,True,False,False,True,0,0,2.816901408450704,1.6657412548584118,29.0,1,0,1,2
0,True,False,False,False,False,False,0,0,1.7800536454523288,4.62211118051218,17.0,-1,-1,-4,0
1,True,True,True,False,True,True,0,0,6.215316315205327,0.6187529747739171,26.0,1,0,3,2
1,False,True,True,True,True,True,0,0,2.9077691958200815,2.1041557075223567,33.0,2,1,0,2
0,False,True,False,False,False,False,0,0,3.099225193701575,1.99935504675911,29.0,-1,-1,0,0
0,False,False,False,False,False,True,0,0,2.4159955567897806,2.4771838331160363,26.0,-1,-1,-5,0
1,True,True,True,True,False,True,0,0,2.7039309247898204,1.7709225935447017,32.0,3,1,0,2
1,True,True,True,False,False,True,0,0,4.871955028107433,0.9227220299884659,24.0,1,0,0,2
0,False,False,False,False,False,False,0,0,0.3747657713928794,3000.0,7.0,-1,0,-1,-1
0,True,True,False,True,False,True,0,0,1.8511662347278786,3.9200614911606455,26.0,-2,1,-1,2
0,False,False,False,False,False,False,0,0,0.4996431120628123,30.693069306930692,11.0,-1,0,-1,-1
1,True,False,True,True,True,False,0,0,4.75963826749167,0.7416962270235408,37.0,1,1,2,0
0,False,False,False,False,False,False,0,0,1.218369259606373,8.48585690515807,17.0,-2,0,-3,-2
1,False,True,True,False,False,True,0,0,3.2479700187382883,1.6348773841961852,32.0,1,0,-3,2
0,True,False,False,False,True,False,0,0,1.6422706176365582,6.991260923845194,21.0,-1,-1,0,-1
0,False,False,False,False,True,False,0,0,1.5424164524421595,4.596935376415723,20.0,-3,0,2,-2
1,True,True,True,True,True,True,0,0,2.7657447517494167,2.8081865778200856,32.0,1,1,0,2
0,True,False,False,False,False,False,0,0,2.0316027088036117,3.5861258083480303,14.0,-1,-1,-4,-2
1,False,True,True,True,False,True,0,0,4.215558452846588,1.5645371577574967,32.0,1,1,0,2
1,True,True,True,True,True,True,0,0,3.644914756025867,0.9995002498750624,32.0,1,1,0,2
1,False,True,True,True,False,True,0,0,4.398240703718512,1.2395041983206716,37.0,1,1,2,2
0,True,False,False,False,False,True,0,0,1.36332651670075,4.782298358315489,20.0,-1,-1,-3,2
0,False,False,False,False,False,False,0,0,1.3326987148976677,8.818635607321132,23.0,-1,-1,-4,-1
0,True,True,False,False,False,False,0,0,2.554609403924472,3.775680177679067,26.0,-2,-1,0,0
0,True,False,False,False,False,True,0,0,1.9994873109459115,3.4482758620689653,32.0,-1,-2,-3,0
0,True,False,False,False,True,False,0,0,2.2888713496448303,3.373594335693461,24.0,-1,-1,0,0
0,True,False,False,False,False,False,0,0,1.8643609835179682,2.575932333717801,21.0,-1,-1,-2,-2
0,False,False,False,False,True,False,0,0,1.606569082470546,5.993340732519423,27.0,-1,-1,-2,-2
0,False,False,False,False,False,False,0,0,1.1375387797311272,6.8812430632630415,25.0,-1,0,-2,-2
1,False,False,True,True,False,False,0,0,5.29735132433783,0.9255831173639393,33.0,2,1,1,-2
1,True,True,True,True,True,True,0,0,3.2712403452975916,0.9995654063450673,33.0,2,1,3,1
0,False,True,False,False,False,False,0,0,2.2164276401564535,2.9975020815986677,22.0,-1,-1,-3,-2
0,False,True,False,False,True,True,0,0,2.8788484606157536,3.597601598934044,23.0,-2,-1,0,2
1,False,True,True,False,False,True,0,0,2.4982155603140614,1.3322231473771857,20.0,1,0,-1,1
0,False,False,False,False,False,False,0,0,0.9162848812994585,14.463840399002494,9.0,-1,0,-1,-1
1,False,True,True,True,True,True,0,0,3.1102471535684533,2.911777488048674,36.0,2,2,1,0
1,False,True,True,True,True,True,0,0,5.2356020942408374,0.9996667777407531,31.0,2,1,0,1
1,False,False,True,True,False,False,0,0,2.827763496143959,2.498611882287618,34.0,1,1,0,0
1,True,True,True,True,True,True,0,0,3.2841504045692527,0.9995002498750624,31.0,1,1,1,1
1,True,False,True,True,True,False,0,0,3.341902313624679,1.5156401160915833,40.0,1,2,1,-2
0,False,False,False,True,False,False,0,0,1.9026120606256045,5.139186295503212,24.0,-1,0,-4,-2
0,False,True,False,False,False,True,0,0,1.2624934245134138,3.2459425717852683,12.0,-2,0,-3,0
1,False,True,True,False,False,True,0,0,2.3255813953488373,0.5988023952095809,21.0,1,0,-1,1
1,True,True,True,True,True,True,0,0,4.4679600235155785,0.9995240361732508,33.0,3,1,2,2
0,False,False,False,False,False,False,0,0,0.6312467122567069,12.292358803986712,18.0,-1,0,0,-2
1,True,True,True,False,True,True,0,0,7.784431137724551,0.15372790161414296,22.0,1,0,1,1
1,False,True,True,False,True,True,0,0,5.158069883527454,0.6661115736885929,17.0,1,0,1,1
0,True,False,False,False,True,False,0,0,2.23463687150838,3.3728919425359147,28.0,-1,0,-2,-2
0,True,True,False,False,True,True,0,0,2.2661630748722508,3.0323225591469507,24.0,-1,-1,0,2
1,True,True,True,True,True,True,0,0,3.517215845982969,1.499375260308205,32.0,1,1,3,2
0,True,False,False,False,True,False,0,0,2.2406066873491897,3.051025775907417,28.0,-2,0,-1,-2
0,True,False,False,False,False,False,0,0,0.7769145394006659,6.965174129353235,2.0,-1,0,-1,-1
1,True,True,True,True,False,True,0,0,3.665309144761199,1.323140252866804,33.0,2,1,2,2
0,False,False,False,False,False,False,0,0,0.9966777408637875,4.9504950495049505,-11.0,-1,0,-1,0
0,True,False,False,True,False,False,0,0,2.0425901781833984,3.151421983089931,22.0,-2,1,-3,-2
1,True,False,True,True,False,True,0,0,3.678528588564574,1.4794082367053178,34.0,1,1,-1,2
1,False,True,True,False,False,True,0,0,3.551609322974473,0.999000999000999,24.0,1,0,-1,1
0,False,False,False,False,True,True,0,0,1.845680594719303,3.7201554691837866,22.0,-1,-1,0,1
1,True,True,True,True,True,True,1,0,2.9022895840051595,2.635165833711949,31.0,1,1,4,2
1,False,False,True,True,False,True,0,0,2.119152339064374,2.4984384759525295,25.0,1,1,0,0
1,True,True,True,False,True,True,0,0,3.8212815990593767,0.8329862557267804,27.0,1,0,1,1
1,True,True,True,False,True,True,0,0,2.7189124350259894,1.3456362937331794,27.0,1,0,1,2
1,False,True,True,True,True,False,0,0,4.426463588767254,1.0380622837370241,30.0,2,1,2,-1
1,False,False,True,False,False,True,0,0,2.885707793683254,2.8738025822573925,39.0,2,0,-1,1
0,True,True,False,False,False,True,0,0,2.6394721055788843,2.8700419219606577,35.0,-2,0,0,2
0,True,True,True,False,False,True,0,0,1.9994738226782427,3.7348763808521825,24.0,0,-1,1,2
0,False,False,False,False,True,True,0,0,1.1420413990007139,6.9767441860465125,14.0,-1,0,1,1
0,False,True,False,False,False,True,0,0,2.0204124140804,3.537101114955786,34.0,-2,-2,-5,1
0,False,False,True,True,True,False,0,0,2.8037383177570097,2.780381130896595,29.0,0,0,-1,-2
0,True,True,False,True,False,True,0,0,1.4206787687450673,5.210563882940757,22.0,-1,0,-4,1
1,True,True,True,False,True,True,0,0,6.704707560627675,0.31562335612835346,25.0,1,0,2,1
1,True,False,True,True,False,True,0,0,4.941699056079955,1.3326987148976677,32.0,1,1,2,1
1,True,True,True,False,False,True,0,0,9.950248756218906,0.24968789013732834,23.0,1,0,0,1
1,True,True,True,False,False,False,0,0,1.7758046614872365,1.492537313432836,27.0,1,0,0,0
1,False,True,True,True,False,True,0,0,4.796802131912059,0.8942661756970015,32.0,1,1,-1,0
1,False,False,True,False,False,False,0,0,4.056437389770723,1.0449795547478418,26.0,1,0,1,0
1,True,True,True,True,False,True,0,0,3.3436745949672524,2.1894336030461683,33.0,2,1,-2,0
0,False,False,False,False,True,True,0,0,1.6440790935347702,4.05996252342286,19.0,-3,0,3,0
1,True,True,True,True,False,True,0,0,2.883506343713956,1.3594562175129947,35.0,1,1,0,2
0,True,False,False,False,True,False,0,1,2.6032823995472554,2.0582181711261396,37.0,0,0,4,-1
1,True,True,True,False,True,True,0,0,2.9982363315696645,1.0549694614103275,27.0,2,0,3,2
1,True,True,True,True,False,True,0,0,10.578842315369261,0.19986675549633579,32.0,2,1,-1,2
0,True,True,False,False,False,False,0,0,1.6890727335401585,4.304381245196003,23.0,-1,-1,-2,-1
1,True,True,True,False,True,False,0,0,4.28987921699292,1.1245314452311537,30.0,2,-1,3,-2
0,False,True,False,False,False,True,0,0,1.5511892450879006,4.163197335553705,20.0,-2,-1,-2,2
0,False,False,False,False,False,False,0,0,1.5451033855941831,5.710206995003569,26.0,-4,-2,-2,-2
1,True,True,True,True,True,True,0,0,4.6395431834403995,0.9468700683850604,28.0,1,1,1,2
1,True,True,True,False,False,True,0,0,4.05996252342286,1.3677012098895318,28.0,2,0,1,2
1,True,True,True,True,True,True,1,0,3.067907618062737,2.570204664445502,31.0,1,1,4,2
0,False,False,False,False,False,False,0,0,0.5988023952095809,900.0,2.0,-1,0,-1,-1
0,False,True,True,False,False,True,0,0,2.0846628376941077,4.172099087353325,30.0,0,-2,-3,2
0,False,False,False,False,False,False,0,0,1.2911286963765096,5.8236272878535775,18.0,-1,0,-3,-2
1,True,True,False,True,True,True,0,0,3.3837477569853887,2.0362828582006665,27.0,0,1,2,0
1,False,False,False,True,True,False,0,0,2.688291490779827,2.2640399882387534,36.0,0,1,-1,-2
1,True,True,True,True,True,True,0,0,3.4986543637062666,1.799280287884846,32.0,1,1,0,2
1,True,False,True,True,True,False,0,0,4.123711340206186,1.576316801230296,31.0,1,1,-2,-2
1,True,True,True,False,True,True,0,0,5.173427395649617,0.5649717514124294,26.0,1,0,2,2
0,True,False,False,False,False,False,0,0,1.2375059495478342,4.85021398002853,11.0,-1,0,-1,-1
1,True,True,True,False,True,True,0,0,4.359673024523161,0.9993337774816788,28.0,1,0,3,2
0,False,False,False,False,True,False,0,0,1.4511447920025797,6.242197253433209,23.0,-2,-1,-2,-2
0,False,True,True,False,False,True,0,0,2.470103901195844,2.8563267637817766,24.0,-2,-2,-1,2
1,True,True,True,True,True,True,0,0,4.372267332916927,0.6855184233076265,36.0,1,1,2,1
1,True,True,True,False,False,True,0,0,3.3932135728542914,0.0,24.0,1,0,0,1
0,False,True,False,False,True,True,0,0,2.262562483556959,3.172533681008257,20.0,-2,-1,-1,1
